source,target,interaction,question,option,is_diagnosis
jb8,neoplasm of adrenal gland,Op2Text,QueText,Op2Text,1
jb9,injury of abdomen,Op1Text,QueText,Op1Text,1
jb9,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
jb9,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
jb9,acute bacterial pharyngitis,Op2Text,QueText,Op2Text,1
jb10,sinusitis,Op1Text,QueText,Op1Text,1
jb10,migraine,Op1Text,QueText,Op1Text,1
jb10,atypical facial pain,Op2Text,QueText,Op2Text,1
jb10,herpes zoster,Op2Text,QueText,Op2Text,1
jb11,toothache,Op1Text,QueText,Op1Text,1
jb11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
jb11,temporomandibular joint disorder,Op2Text,QueText,Op2Text,1
jb11,neuropathic pain,Op2Text,QueText,Op2Text,1
jb12,cluster headache,Op1Text,QueText,Op1Text,1
jb12,cranial neuralgia,Op1Text,QueText,Op1Text,1
jb12,dental calculus,Op2Text,QueText,Op2Text,1
jb12,fracture of tooth,Op2Text,QueText,Op2Text,1
jb13,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
jb13,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
jb13,oral submucous fibrosis,Op2Text,QueText,Op2Text,1
jb13,sinusitis,Op2Text,QueText,Op2Text,1
jb14,migraine,Op1Text,QueText,Op1Text,1
jb14,atypical facial pain,Op1Text,QueText,Op1Text,1
jb14,herpes zoster,Op2Text,QueText,Op2Text,1
jb14,toothache,Op2Text,QueText,Op2Text,1
jb15,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
jb15,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
jb15,neuropathic pain,Op2Text,QueText,Op2Text,1
jb15,cluster headache,Op2Text,QueText,Op2Text,1
jc1,jc2,op1Text,Have you noticed any changes in the color or texture of your skin?,op1Text,0
jc1,jc3,op2Text,Have you noticed any changes in the color or texture of your skin?,op2Text,0
jc2,jc4,op1Text,Do you have a history of skin conditions or allergies?,op1Text,0
jc2,jc5,op2Text,Do you have a history of skin conditions or allergies?,op2Text,0
jc3,jc6,op1Text,Do you have a history of dental problems or oral infections?,op1Text,0
jc3,jc7,op2Text,Do you have a history of dental problems or oral infections?,op2Text,0
jc4,jc8,op1Text,Have you recently started any new medications or changed your diet?,op1Text,0
jc4,jc9,op2Text,Have you recently started any new medications or changed your diet?,op2Text,0
jc5,jc10,op1Text,Have you recently experienced any head or facial injuries?,op1Text,0
jc5,jc11,op2Text,Have you recently experienced any head or facial injuries?,op2Text,0
jc6,jc12,op1Text,Do you have a history of sinus problems or respiratory infections?,op1Text,0
jc6,jc13,op2Text,Do you have a history of sinus problems or respiratory infections?,op2Text,0
jc7,jc14,op1Text,Do you have a history of headaches or migraines?,op1Text,0
jc7,jc15,op2Text,Do you have a history of headaches or migraines?,op2Text,0
jc8,allergic rhinitis,Op1Text,QueText,Op1Text,1
jc8,herpes zoster,Op1Text,QueText,Op1Text,1
jc8,conjunctivitis,Op2Text,QueText,Op2Text,1
jc8,tonsillitis,Op2Text,QueText,Op2Text,1
jc9,otitis externa,Op1Text,QueText,Op1Text,1
jc9,otitis media,Op1Text,QueText,Op1Text,1
jc9,cellulitis,Op2Text,QueText,Op2Text,1
jc9,anxiety disorder,Op2Text,QueText,Op2Text,1
jc10,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
jc10,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
jc10,trigeminal autonomic cephalgia,Op2Text,QueText,Op2Text,1
jc10,neurovascular injury,Op2Text,QueText,Op2Text,1
jc11,malignant otitis externa,Op1Text,QueText,Op1Text,1
jc11,neoplasm of kidney,Op1Text,QueText,Op1Text,1
jc11,notalgia paresthetica,Op2Text,QueText,Op2Text,1
jc11,xanthelasma palpebrarum,Op2Text,QueText,Op2Text,1
jc12,encephalitis,Op1Text,QueText,Op1Text,1
jc12,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
jc12,induration of skin,Op2Text,QueText,Op2Text,1
jc12,extrapyramidal disease,Op2Text,QueText,Op2Text,1
jc13,idiopathic disease,Op1Text,QueText,Op1Text,1
jc13,frank hematuria,Op1Text,QueText,Op1Text,1
jc13,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
jc13,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
jc14,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
jc14,acute folliculitis,Op1Text,QueText,Op1Text,1
jc14,furuncle of face,Op2Text,QueText,Op2Text,1
jc14,gingival abscess,Op2Text,QueText,Op2Text,1
jc15,injury of abdomen,Op1Text,QueText,Op1Text,1
jc15,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
jc15,neoplasm of larynx,Op2Text,QueText,Op2Text,1
jc15,neoplasm of oropharynx,Op2Text,QueText,Op2Text,1
jd1,jd2,op1Text,Do you have a history of head injury or trauma?,op1Text,0
jd1,jd3,op2Text,Do you have a history of head injury or trauma?,op2Text,0
jd2,jd4,op1Text,Did the face pain start after the head injury?,op1Text,0
jd2,jd5,op2Text,Did the face pain start after the head injury?,op2Text,0
jd3,jd6,op1Text,Do you have a history of sinus infections?,op1Text,0
jd3,jd7,op2Text,Do you have a history of sinus infections?,op2Text,0
jd4,jd8,op1Text,Is the pain constant or intermittent?,op1Text,0
jd4,jd9,op2Text,Is the pain constant or intermittent?,op2Text,0
jd5,jd10,op1Text,Do you experience pain when chewing or opening your mouth?,op1Text,0
jd5,jd11,op2Text,Do you experience pain when chewing or opening your mouth?,op2Text,0
jd6,jd12,op1Text,Do you have a history of allergies?,op1Text,0
jd6,jd13,op2Text,Do you have a history of allergies?,op2Text,0
jd7,jd14,op1Text,Do you have a history of dental problems?,op1Text,0
jd7,jd15,op2Text,Do you have a history of dental problems?,op2Text,0
jd8,neurovascular injury,Op1Text,QueText,Op1Text,1
jd8,cranial neuralgia,Op1Text,QueText,Op1Text,1
jd8,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
jd8,neuropathic pain,Op2Text,QueText,Op2Text,1
jd9,cluster headache,Op1Text,QueText,Op1Text,1
jd9,trigeminal autonomic cephalgia,Op1Text,QueText,Op1Text,1
jd9,atypical facial pain,Op2Text,QueText,Op2Text,1
jd9,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
jd10,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
jd10,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
jd10,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
jd10,aphthous ulcer of mouth,Op2Text,QueText,Op2Text,1
jd11,sinusitis,Op1Text,QueText,Op1Text,1
jd11,migraine,Op1Text,QueText,Op1Text,1
jd11,herpes zoster,Op2Text,QueText,Op2Text,1
jd11,toothache,Op2Text,QueText,Op2Text,1
jd12,allergic rhinitis,Op1Text,QueText,Op1Text,1
jd12,conjunctivitis,Op1Text,QueText,Op1Text,1
jd12,tonsillitis,Op2Text,QueText,Op2Text,1
jd12,otitis externa,Op2Text,QueText,Op2Text,1
jd13,otitis media,Op1Text,QueText,Op1Text,1
jd13,cellulitis,Op1Text,QueText,Op1Text,1
jd13,anxiety disorder,Op2Text,QueText,Op2Text,1
jd13,resorption of apex of root of tooth,Op2Text,QueText,Op2Text,1
jd14,dental abscess,Op1Text,QueText,Op1Text,1
jd14,pulpitis,Op1Text,QueText,Op1Text,1
jd14,post herpetic neuralgia,Op2Text,QueText,Op2Text,1
jd14,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
jd15,neuropathy,Op1Text,QueText,Op1Text,1
jd15,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
jd15,dental calculus,Op2Text,QueText,Op2Text,1
jd15,fracture of tooth,Op2Text,QueText,Op2Text,1
je1,je2,Yes,Do you have a history of facial injuries or surgeries?,Yes,0
je1,je3,No,Do you have a history of facial injuries or surgeries?,No,0
je2,je4,Yes,Did the pain start after the injury or surgery?,Yes,0
je2,je5,No,Did the pain start after the injury or surgery?,No,0
je3,je6,Yes,Do you have a history of dental problems or procedures?,Yes,0
je3,je7,No,Do you have a history of dental problems or procedures?,No,0
je4,je8,Constant,Is the pain constant or does it come and go?,Constant,0
je4,je9,Comes and goes,Is the pain constant or does it come and go?,Comes and goes,0
je5,je10,Yes,Do you experience any numbness or tingling in the affected area?,Yes,0
je5,je11,No,Do you experience any numbness or tingling in the affected area?,No,0
je6,je12,Yes,"Is the pain triggered by hot, cold, or sweet foods?",Yes,0
je6,je13,No,"Is the pain triggered by hot, cold, or sweet foods?",No,0
je7,je14,Yes,"Do you have any redness, swelling, or discharge in the affected area?",Yes,0
je7,je15,No,"Do you have any redness, swelling, or discharge in the affected area?",No,0
je8,neurovascular injury,Sharp,Is the pain sharp or dull?,Sharp,1
je8,trigeminal nerve inflammation,Sharp,Is the pain sharp or dull?,Sharp,1
je8,neuropathic pain,Dull,Is the pain sharp or dull?,Dull,1
je8,cranial neuralgia,Dull,Is the pain sharp or dull?,Dull,1
je9,temporomandibular joint disorder,Yes,Is the pain triggered by specific activities or movements?,Yes,1
je9,trigeminal neuralgia,Yes,Is the pain triggered by specific activities or movements?,Yes,1
je9,cluster headache,No,Is the pain triggered by specific activities or movements?,No,1
je9,atypical facial pain,No,Is the pain triggered by specific activities or movements?,No,1
je10,neuropathy,Constant,Is the numbness or tingling constant or intermittent?,Constant,1
je10,post herpetic neuralgia,Constant,Is the numbness or tingling constant or intermittent?,Constant,1
je10,trigeminal autonomic cephalgia,Intermittent,Is the numbness or tingling constant or intermittent?,Intermittent,1
je10,notalgia paresthetica,Intermittent,Is the numbness or tingling constant or intermittent?,Intermittent,1
je11,anxiety disorder,Yes,Is the pain worsened by stress or anxiety?,Yes,1
je11,neurocirculatory asthenia,Yes,Is the pain worsened by stress or anxiety?,Yes,1
je11,idiopathic disease,No,Is the pain worsened by stress or anxiety?,No,1
je11,extrapyramidal disease,No,Is the pain worsened by stress or anxiety?,No,1
je12,dental abscess,Yes,Is the pain localized to a specific tooth or area?,Yes,1
je12,pulpitis,Yes,Is the pain localized to a specific tooth or area?,Yes,1
je12,dental calculus,No,Is the pain localized to a specific tooth or area?,No,1
je12,fracture of tooth,No,Is the pain localized to a specific tooth or area?,No,1
je13,aphthous ulcer of mouth,Yes,Do you have any sores or ulcers in your mouth?,Yes,1
je13,oral submucous fibrosis,Yes,Do you have any sores or ulcers in your mouth?,Yes,1
je13,gingival and periodontal diseases,No,Do you have any sores or ulcers in your mouth?,No,1
je13,toothache,No,Do you have any sores or ulcers in your mouth?,No,1
je14,cellulitis,Yes,Is the affected area warm to the touch?,Yes,1
je14,orbital cellulitis,Yes,Is the affected area warm to the touch?,Yes,1
je14,conjunctivitis,No,Is the affected area warm to the touch?,No,1
je14,herpes zoster,No,Is the affected area warm to the touch?,No,1
je15,encephalitis,Yes,"Do you have any other symptoms such as fever, fatigue, or weight loss?",Yes,1
je15,tropical pulmonary eosinophilia,Yes,"Do you have any other symptoms such as fever, fatigue, or weight loss?",Yes,1
je15,sinusitis,No,"Do you have any other symptoms such as fever, fatigue, or weight loss?",No,1
je15,migraine,No,"Do you have any other symptoms such as fever, fatigue, or weight loss?",No,1
jf1,jf2,Yes,Do you have a history of head injury or trauma?,Yes,0
jf1,jf3,No,Do you have a history of head injury or trauma?,No,0
jf2,jf4,Yes,Did the face pain start after the head injury?,Yes,0
jf2,jf5,No,Did the face pain start after the head injury?,No,0
jf3,jf6,Yes,Do you experience any tingling or numbness in the face?,Yes,0
jf3,jf7,No,Do you experience any tingling or numbness in the face?,No,0
jf4,jf8,Constant,Is the pain constant or does it come and go?,Constant,0
jf4,jf9,Comes and goes,Is the pain constant or does it come and go?,Comes and goes,0
jf5,jf10,Yes,"Do you have any dental issues, such as tooth decay or gum disease?",Yes,0
jf5,jf11,No,"Do you have any dental issues, such as tooth decay or gum disease?",No,0
jf6,jf12,Yes,Is the tingling or numbness limited to one side of the face?,Yes,0
jf6,jf13,No,Is the tingling or numbness limited to one side of the face?,No,0
jf7,jf14,Yes,Do you have any history of sinus infections?,Yes,0
jf7,jf15,No,Do you have any history of sinus infections?,No,0
jf8,neurovascular injury,Yes,Is the pain severe and sharp?,Yes,1
jf8,cranial neuralgia,Yes,Is the pain severe and sharp?,Yes,1
jf8,neuropathic pain,No,Is the pain severe and sharp?,No,1
jf8,post herpetic neuralgia,No,Is the pain severe and sharp?,No,1
jf9,trigeminal neuralgia,Yes,Is the pain triggered by certain activities or movements?,Yes,1
jf9,temporomandibular joint disorder,Yes,Is the pain triggered by certain activities or movements?,Yes,1
jf9,cluster headache,No,Is the pain triggered by certain activities or movements?,No,1
jf9,atypical facial pain,No,Is the pain triggered by certain activities or movements?,No,1
jf10,dental abscess,Yes,Is the pain localized around a specific tooth?,Yes,1
jf10,pulpitis,Yes,Is the pain localized around a specific tooth?,Yes,1
jf10,gingival and periodontal diseases,No,Is the pain localized around a specific tooth?,No,1
jf10,aphthous ulcer of mouth,No,Is the pain localized around a specific tooth?,No,1
jf11,herpes zoster,Yes,Do you have any skin lesions or rashes on your face?,Yes,1
jf11,acute folliculitis,Yes,Do you have any skin lesions or rashes on your face?,Yes,1
jf11,sinusitis,No,Do you have any skin lesions or rashes on your face?,No,1
jf11,migraine,No,Do you have any skin lesions or rashes on your face?,No,1
jf12,trigeminal nerve inflammation,Yes,Is the tingling or numbness accompanied by muscle weakness?,Yes,1
jf12,neuropathy,Yes,Is the tingling or numbness accompanied by muscle weakness?,Yes,1
jf12,trigeminal neuralgia,No,Is the tingling or numbness accompanied by muscle weakness?,No,1
jf12,temporomandibular joint disorder,No,Is the tingling or numbness accompanied by muscle weakness?,No,1
jf13,allergic rhinitis,Yes,Do you have any history of allergies?,Yes,1
jf13,conjunctivitis,Yes,Do you have any history of allergies?,Yes,1
jf13,sinusitis,No,Do you have any history of allergies?,No,1
jf13,migraine,No,Do you have any history of allergies?,No,1
jf14,sinusitis,Yes,Is the pain accompanied by pressure or fullness in the face?,Yes,1
jf14,neuropathy,Yes,Is the pain accompanied by pressure or fullness in the face?,Yes,1
jf14,trigeminal neuralgia,No,Is the pain accompanied by pressure or fullness in the face?,No,1
jf14,temporomandibular joint disorder,No,Is the pain accompanied by pressure or fullness in the face?,No,1
jf15,otitis externa,Yes,Do you have any history of ear infections?,Yes,1
jf15,otitis media,Yes,Do you have any history of ear infections?,Yes,1
jf15,sinusitis,No,Do you have any history of ear infections?,No,1
jf15,migraine,No,Do you have any history of ear infections?,No,1
jg1,jg2,op1Text,What neurological disorder have you been diagnosed with?,op1Text,0
jg1,jg3,op2Text,What neurological disorder have you been diagnosed with?,op2Text,0
jg2,jg4,op1Text,Have you been diagnosed with trigeminal neuralgia?,op1Text,0
jg2,jg5,op2Text,Have you been diagnosed with trigeminal neuralgia?,op2Text,0
jg3,jg6,op1Text,Have you been diagnosed with any other cranial neuralgia?,op1Text,0
jg3,jg7,op2Text,Have you been diagnosed with any other cranial neuralgia?,op2Text,0
jg4,jg8,op1Text,"Is the pain triggered by activities such as eating, talking, or touching the face?",op1Text,0
jg4,jg9,op2Text,"Is the pain triggered by activities such as eating, talking, or touching the face?",op2Text,0
jg5,jg10,op1Text,Have you recently started any new medications or treatments for your neurological disorder?,op1Text,0
jg5,jg11,op2Text,Have you recently started any new medications or treatments for your neurological disorder?,op2Text,0
jg6,jg12,op1Text,Do you have a history of head or facial trauma?,op1Text,0
jg6,jg13,op2Text,Do you have a history of head or facial trauma?,op2Text,0
jg7,jg14,op1Text,"Do you experience any other symptoms such as facial numbness, tingling, or muscle weakness?",op1Text,0
jg7,jg15,op2Text,"Do you experience any other symptoms such as facial numbness, tingling, or muscle weakness?",op2Text,0
jg8,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
jg8,neurovascular injury,Op1Text,QueText,Op1Text,1
jg8,neuropathic pain,Op2Text,QueText,Op2Text,1
jg8,cranial neuralgia,Op2Text,QueText,Op2Text,1
jg9,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
jg9,idiopathic disease,Op1Text,QueText,Op1Text,1
jg9,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
jg9,extrapyramidal disease,Op2Text,QueText,Op2Text,1
jg10,adverse reaction to medication,Op1Text,QueText,Op1Text,1
jg10,encephalitis,Op1Text,QueText,Op1Text,1
jg10,tropical pulmonary eosinophilia,Op2Text,QueText,Op2Text,1
jg10,induration of skin,Op2Text,QueText,Op2Text,1
jg11,neoplasm of kidney,Op1Text,QueText,Op1Text,1
jg11,notalgia paresthetica,Op1Text,QueText,Op1Text,1
jg11,xanthelasma palpebrarum,Op2Text,QueText,Op2Text,1
jg11,frank hematuria,Op2Text,QueText,Op2Text,1
jg12,post-traumatic neuralgia,Op1Text,QueText,Op1Text,1
jg12,neurovascular injury,Op1Text,QueText,Op1Text,1
jg12,cranial neuralgia,Op2Text,QueText,Op2Text,1
jg12,neuropathic pain,Op2Text,QueText,Op2Text,1
jg13,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
jg13,idiopathic disease,Op1Text,QueText,Op1Text,1
jg13,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
